# Dense_Phase_Rg   Dense_Asphericity   Dense_Acylindricity   Dense_RelShapeAniso   Dense_Lambda2/Lambda1   Dense_Lambda3/Lambda1   Dilute_Phase_Rg   Dilute_Asphericity   Dilute_Acylindricity   Dilute_RelShapeAniso   Dilute_Lambda2/Lambda1   Dilute_Lambda3/Lambda1   Largest_Cluster_Rg   Largest_Asphericity   Largest_Acylindricity   Largest_RelShapeAniso   Largest_Lambda2/Lambda1   Largest_Lambda3/Lambda1
2.932486   0.372438   0.207285   0.170935   0.537855   0.181466   4.082269   0.824118   0.036228   0.680154   0.086935   0.045895   4.753686   0.486650   0.204446   0.268177   0.415558   0.104739
6.620975   0.635997   0.106733   0.413036   0.230680   0.089746   3.536958   0.528551   0.111036   0.288613   0.310147   0.148216   4.316205   0.447868   0.204084   0.231823   0.452731   0.129768
8.526439   0.842853   0.018735   0.710665   0.068976   0.048049   3.383420   0.449964   0.083818   0.207736   0.355678   0.223330   10.009191   0.821817   0.018664   0.675645   0.077991   0.056811
5.208740   0.624102   0.132935   0.402757   0.255893   0.078505   2.964505   0.583807   0.035258   0.341763   0.216404   0.167607   4.393968   0.600332   0.083954   0.365685   0.238836   0.124388
3.490845   0.664779   0.131293   0.454860   0.228438   0.059360   4.359918   0.503807   0.072170   0.257728   0.301078   0.193233   3.699034   0.837650   0.021085   0.701991   0.072507   0.048862
3.417320   0.257017   0.216491   0.101209   0.705215   0.276246   6.574568   0.402906   0.305764   0.232452   0.584635   0.076668   5.655125   0.412485   0.322740   0.248265   0.587202   0.056661
3.213685   0.259141   0.193746   0.095307   0.679372   0.296545   3.380315   0.493746   0.089229   0.249757   0.322063   0.187376   3.583394   0.164034   0.184839   0.052531   0.838227   0.420692
3.285737   0.197958   0.320677   0.116313   0.919152   0.229976   3.435084   0.606224   0.153896   0.385270   0.282321   0.073644   3.960920   0.287669   0.288115   0.145011   0.726514   0.177840
3.068986   0.324782   0.247636   0.151476   0.634514   0.184147   3.451295   0.676743   0.094211   0.464638   0.197398   0.077306   4.112615   0.698655   0.107192   0.496737   0.192772   0.058631
7.109763   0.457858   0.278494   0.267803   0.501057   0.064937   3.718781   0.169392   0.213029   0.062730   0.859102   0.381738   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.240741   0.798957   0.004071   0.638345   0.079737   0.075035   3.129336   0.239700   0.102666   0.065361   0.618020   0.409829   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.332159   0.462014   0.220746   0.250004   0.451711   0.107518   4.447695   0.462795   0.140460   0.228976   0.388398   0.169566   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.417949   0.507031   0.152110   0.274433   0.358049   0.131478   5.764162   0.415357   0.182664   0.197546   0.469019   0.169687   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
6.777912   0.720452   0.060871   0.521829   0.151934   0.077120   3.160055   0.376566   0.309676   0.213726   0.620575   0.090649   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.234264   0.414444   0.014882   0.171930   0.332376   0.307965   4.313490   0.540020   0.175767   0.314792   0.347892   0.094387   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
6.296380   0.856124   0.016921   0.733163   0.062405   0.043689   2.650828   0.415112   0.064569   0.175445   0.372491   0.266653   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.056803   0.553034   0.110418   0.314990   0.290871   0.133585   4.980110   0.714221   0.010900   0.510200   0.124413   0.110947   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
2.778950   0.250242   0.090706   0.068792   0.590354   0.409001   4.923918   0.344244   0.316571   0.193667   0.669601   0.107137   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.043742   0.329981   0.285536   0.170035   0.661656   0.145615   4.301844   0.593302   0.040950   0.353265   0.214087   0.157904   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.547413   0.550179   0.214856   0.337319   0.367607   0.060721   3.385722   0.598460   0.095890   0.365051   0.248245   0.117303   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.635633   0.360218   0.236617   0.171748   0.578172   0.165572   2.806620   0.428350   0.158946   0.202431   0.436296   0.179475   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.249643   0.467828   0.128765   0.231299   0.374715   0.175147   4.358209   0.294617   0.321605   0.164372   0.747398   0.140303   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.521192   0.778421   0.063950   0.609006   0.124178   0.049145   4.588177   0.640999   0.035889   0.411846   0.180909   0.133728   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.790856   0.568366   0.116164   0.333160   0.283555   0.120459   2.891095   0.571793   0.078218   0.331535   0.254496   0.145028   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.286604   0.505559   0.106457   0.264090   0.325255   0.166453   5.882377   0.673378   0.131240   0.466356   0.223067   0.055294   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.740637   0.582182   0.194413   0.367283   0.327781   0.058308   3.337223   0.253179   0.386585   0.176185   0.880732   0.110826   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.138801   0.513457   0.170795   0.285516   0.366436   0.113646   3.127810   0.515446   0.100648   0.273282   0.312930   0.164254   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.227032   0.765307   0.038424   0.586802   0.115517   0.069966   3.055754   0.233914   0.137564   0.068909   0.662497   0.381339   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.250270   0.341310   0.306603   0.186996   0.664794   0.118141   2.989034   0.589416   0.130965   0.360275   0.278604   0.098280   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.988056   0.669187   0.053555   0.449963   0.175825   0.107117   3.884296   0.637945   0.062205   0.409876   0.200081   0.118084   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.904109   0.505095   0.229629   0.294668   0.417547   0.074849   4.017346   0.582118   0.129224   0.351385   0.282649   0.103522   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.374671   0.325514   0.321736   0.183595   0.700830   0.116219   5.653626   0.539370   0.052094   0.292955   0.259182   0.184001   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.141032   0.566241   0.072541   0.324576   0.254431   0.152380   3.622380   0.473170   0.154664   0.241831   0.389873   0.151481   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.710434   0.631497   0.092860   0.405256   0.224390   0.101288   5.398027   0.644595   0.124110   0.427054   0.236577   0.073931   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.832812   0.687081   0.070311   0.475788   0.176224   0.087379   3.868683   0.458280   0.128473   0.222399   0.383202   0.182103   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.823195   0.666146   0.032561   0.444545   0.164085   0.122203   5.402371   0.822707   0.054025   0.679036   0.097652   0.036386   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.326435   0.518626   0.203419   0.300008   0.386060   0.086511   4.214177   0.390784   0.175884   0.175914   0.490041   0.193868   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.163560   0.624340   0.046839   0.391446   0.198302   0.135814   3.637051   0.552821   0.192913   0.333523   0.349798   0.074946   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.310632   0.389682   0.260588   0.202781   0.562673   0.123323   4.614483   0.565196   0.035154   0.320374   0.228847   0.179344   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.158408   0.360831   0.180174   0.154546   0.528228   0.214274   5.766316   0.570599   0.171085   0.347535   0.320395   0.080690   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.370713   0.398641   0.121459   0.169979   0.435962   0.233225   4.050809   0.546359   0.095069   0.305287   0.284913   0.148628   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.175874   0.823640   0.033158   0.679207   0.085407   0.047831   3.257200   0.594960   0.097805   0.361152   0.251948   0.117964   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.738757   0.496199   0.048128   0.247951   0.289095   0.216628   5.018909   0.734146   0.145199   0.554782   0.195947   0.019469   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.249556   0.744534   0.078961   0.559007   0.150220   0.055050   3.548702   0.665955   0.132515   0.456667   0.228489   0.058009   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.099718   0.583904   0.203540   0.372015   0.332781   0.051105   6.563620   0.654146   0.132793   0.441133   0.236124   0.063538   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.991035   0.597974   0.088253   0.363414   0.243360   0.122793   5.177938   0.700122   0.020912   0.490498   0.138005   0.111868   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.445149   0.668514   0.088856   0.452832   0.198872   0.084810   3.541113   0.516364   0.228564   0.305813   0.406587   0.069261   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.409301   0.421871   0.105593   0.186337   0.399469   0.227657   4.490209   0.463725   0.104184   0.223181   0.359310   0.197152   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
3.200871   0.431166   0.029335   0.186550   0.329069   0.281814   5.019184   0.530415   0.058627   0.283918   0.270534   0.185190   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.203776   0.504061   0.202632   0.284873   0.398326   0.095607   5.250636   0.655423   0.087996   0.435387   0.206232   0.091994   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
4.836041   0.692179   0.067413   0.482520   0.171509   0.086691   4.100657   0.788386   0.068529   0.625075   0.122016   0.042231   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
5.560331   0.655156   0.124697   0.440891   0.230224   0.068302   5.846570   0.753018   0.084359   0.572374   0.149048   0.048062   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000
